"farm_id","utc_timestamp","daily_growth_rate"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-05-12 11:00:00.000000","12.72379"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-05-06 11:00:00.000000","12.76335"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-05-01 11:00:00.000000","24.49925"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-04-30 11:00:00.000000","24.4348"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-04-29 11:00:00.000000","24.97073"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-04-28 11:00:00.000000","25.32339"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-04-26 11:00:00.000000","26.80736"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-04-22 11:00:00.000000","47.28825"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-04-21 11:00:00.000000","34.81662"
"27483c52-38f9-4148-bdc4-2be4c30f690b","2024-10-22 10:00:00.000000","155.729"
"e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f","2024-10-21 10:00:00.000000","76.92115"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-09-22 11:00:00.000000","24.51821"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-12-13 10:00:00.000000","80.30213"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-12-12 10:00:00.000000","84.35359"
"12de6462-600c-44dc-977a-dee13134f845","2024-11-17 10:00:00.000000","163.44962"
"28e1e31a-ab51-4bcb-84f7-f767e349c9af","2024-02-28 10:00:00.000000","75.62806"
"2a0419db-c933-4072-b370-96b99be23f54","2024-09-23 11:00:00.000000","30.64165"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-02-03 10:00:00.000000","73.77201"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-01-22 10:00:00.000000","63.05897"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-11-30 10:00:00.000000","71.13917"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-09-17 11:00:00.000000","22.27068"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-30 10:00:00.000000","68.13748"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-29 10:00:00.000000","49.26521"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-27 10:00:00.000000","83.95143"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-26 10:00:00.000000","70.78199"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-25 10:00:00.000000","56.55418"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-24 10:00:00.000000","51.05061"
"12de6462-600c-44dc-977a-dee13134f845","2024-03-23 10:00:00.000000","69.9767"
"e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f","2024-10-05 10:00:00.000000","53.89492"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-27 10:00:00.000000","81.16692"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-11-08 10:00:00.000000","53.39874"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-10-13 10:00:00.000000","111.86357"
"12de6462-600c-44dc-977a-dee13134f845","2024-08-12 11:00:00.000000","18.59067"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-12-03 10:00:00.000000","90.01847"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-12-22 10:00:00.000000","18.99651"
"28e1e31a-ab51-4bcb-84f7-f767e349c9af","2024-01-27 10:00:00.000000","70.18804"
"2a0419db-c933-4072-b370-96b99be23f54","2024-11-25 10:00:00.000000","65.41138"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-11-28 10:00:00.000000","58.04415"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-11-02 10:00:00.000000","59.75122"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-10-21 10:00:00.000000","107.93139"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-11-11 10:00:00.000000","81.7707"
"28e1e31a-ab51-4bcb-84f7-f767e349c9af","2024-11-04 10:00:00.000000","74.57738"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-12-29 10:00:00.000000","86.99076"
"01b6acd6-ff5e-4942-aef6-380d6d1839dd","2024-09-30 10:00:00.000000","42.58347"
"12de6462-600c-44dc-977a-dee13134f845","2024-11-20 10:00:00.000000","82.55083"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-11-09 10:00:00.000000","85.6357"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-09-22 11:00:00.000000","48.88872"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-09-21 11:00:00.000000","49.12465"
"12de6462-600c-44dc-977a-dee13134f845","2024-04-12 11:00:00.000000","79.42775"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-09-17 11:00:00.000000","52.98147"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-10-17 10:00:00.000000","72.89127"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-05-05 11:00:00.000000","40.92155"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-05-01 11:00:00.000000","40.94636"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-30 11:00:00.000000","40.94636"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-28 11:00:00.000000","46.98294"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-25 11:00:00.000000","49.06439"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-24 11:00:00.000000","49.06439"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-23 11:00:00.000000","49.06439"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-22 11:00:00.000000","47.15288"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-17 11:00:00.000000","77.61042"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-16 11:00:00.000000","74.75917"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-14 11:00:00.000000","74.14335"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-04-11 11:00:00.000000","61.44152"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-12-19 10:00:00.000000","59.58642"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-07-31 11:00:00.000000","5.3539"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-11-15 10:00:00.000000","65.75531"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-11-25 10:00:00.000000","78.7255"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-11-08 10:00:00.000000","83.967"
"2a0419db-c933-4072-b370-96b99be23f54","2024-11-01 10:00:00.000000","53.34591"
"2a0419db-c933-4072-b370-96b99be23f54","2024-08-13 11:00:00.000000","25.93083"
"7642243d-7032-43f0-804b-cf11429e3566","2024-12-23 10:00:00.000000","76.76942"
"2a0419db-c933-4072-b370-96b99be23f54","2024-10-12 10:00:00.000000","44.49121"
"2a0419db-c933-4072-b370-96b99be23f54","2024-07-06 11:00:00.000000","28.68595"
"2a0419db-c933-4072-b370-96b99be23f54","2024-07-05 11:00:00.000000","25.38189"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-11-17 10:00:00.000000","60.24459"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-08-23 11:00:00.000000","49.86731"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-11-09 10:00:00.000000","56.21304"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-10-18 10:00:00.000000","45.86202"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-05-31 11:00:00.000000","21.97779"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-07-30 11:00:00.000000","23.87325"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-12-17 10:00:00.000000","64.22646"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-01-29 10:00:00.000000","34.50367"
"01b6acd6-ff5e-4942-aef6-380d6d1839dd","2024-12-29 10:00:00.000000","48.92839"
"27483c52-38f9-4148-bdc4-2be4c30f690b","2024-09-11 11:00:00.000000","50.13327"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-12-27 10:00:00.000000","99.45857"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-12-27 10:00:00.000000","40.88857"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-12-31 10:00:00.000000","105.18413"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-01-12 10:00:00.000000","68.37808"
"12de6462-600c-44dc-977a-dee13134f845","2024-01-24 10:00:00.000000","56.0804"
"ec7ea766-e197-4494-8585-ce3be39f661c","2024-09-01 11:00:00.000000","26.95624"
"ec7ea766-e197-4494-8585-ce3be39f661c","2024-09-21 11:00:00.000000","44.9375"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-20 10:00:00.000000","78.44391"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-09-23 11:00:00.000000","69.50465"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-09-16 11:00:00.000000","38.70277"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-10-01 10:00:00.000000","28.05713"
"e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f","2024-12-29 10:00:00.000000","80.30895"
"7642243d-7032-43f0-804b-cf11429e3566","2024-09-16 11:00:00.000000","38.67363"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-11-08 10:00:00.000000","88.72974"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-10-16 10:00:00.000000","66.54869"
"12de6462-600c-44dc-977a-dee13134f845","2024-10-08 10:00:00.000000","97.91857"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-11-13 10:00:00.000000","38.34419"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-02-05 10:00:00.000000","42.46975"
"2a0419db-c933-4072-b370-96b99be23f54","2024-02-01 10:00:00.000000","39.79994"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-11-30 10:00:00.000000","67.92515"
"12de6462-600c-44dc-977a-dee13134f845","2024-12-20 10:00:00.000000","55.82824"
"12de6462-600c-44dc-977a-dee13134f845","2024-05-20 11:00:00.000000","22.45541"
"153edafb-f090-490c-83cb-b24d1d2ecb83","2024-09-06 11:00:00.000000","42.45127"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-08-31 11:00:00.000000","15.65627"
"e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f","2024-10-18 10:00:00.000000","72.96441"
"3a2cce8f-e7b2-4f35-95a0-99c4554cd028","2024-01-07 10:00:00.000000","66.93839"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-11-24 10:00:00.000000","67.99072"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-11-23 10:00:00.000000","71.24275"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-11-22 10:00:00.000000","74.18404"
"01b6acd6-ff5e-4942-aef6-380d6d1839dd","2024-02-26 10:00:00.000000","25.07785"
"2a0419db-c933-4072-b370-96b99be23f54","2024-11-03 10:00:00.000000","57.63754"
"ec7ea766-e197-4494-8585-ce3be39f661c","2024-11-16 10:00:00.000000","75.94836"
"01b6acd6-ff5e-4942-aef6-380d6d1839dd","2024-11-18 10:00:00.000000","59.18045"
"12de6462-600c-44dc-977a-dee13134f845","2024-12-21 10:00:00.000000","64.1013"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-09-09 11:00:00.000000","48.38689"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-11-20 10:00:00.000000","71.82684"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-11-14 10:00:00.000000","61.68433"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-08-22 11:00:00.000000","17.50768"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-08-26 11:00:00.000000","34.82861"
"28e1e31a-ab51-4bcb-84f7-f767e349c9af","2024-11-25 10:00:00.000000","80.9965"
"2a0419db-c933-4072-b370-96b99be23f54","2024-12-06 10:00:00.000000","39.14663"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-04-12 11:00:00.000000","32.16493"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-12-21 10:00:00.000000","42.61228"
"28e1e31a-ab51-4bcb-84f7-f767e349c9af","2024-08-23 11:00:00.000000","18.30861"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-09-18 11:00:00.000000","23.17844"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-18 10:00:00.000000","88.08994"
"12de6462-600c-44dc-977a-dee13134f845","2024-11-16 10:00:00.000000","167.55624"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-10-21 10:00:00.000000","76.36837"
"27483c52-38f9-4148-bdc4-2be4c30f690b","2024-10-30 10:00:00.000000","79.64082"
"066ecc54-39b6-4ec4-9fb2-a79ca3456c7d","2024-08-29 11:00:00.000000","44.12816"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-11-21 10:00:00.000000","59.31984"
"3ce34b33-0f30-482e-bb37-d153d7aa8a4a","2024-01-01 10:00:00.000000","80.69433"
"12de6462-600c-44dc-977a-dee13134f845","2024-12-19 10:00:00.000000","56.93814"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-12-04 10:00:00.000000","90.03688"
"066ecc54-39b6-4ec4-9fb2-a79ca3456c7d","2024-03-11 10:00:00.000000","49.40259"
"066ecc54-39b6-4ec4-9fb2-a79ca3456c7d","2024-03-08 10:00:00.000000","39.07288"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-11-05 10:00:00.000000","70.17731"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-11-04 10:00:00.000000","62.78879"
"066ecc54-39b6-4ec4-9fb2-a79ca3456c7d","2024-09-09 11:00:00.000000","57.58965"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-12-28 10:00:00.000000","99.23445"
"12de6462-600c-44dc-977a-dee13134f845","2024-05-28 11:00:00.000000","17.0547"
"12de6462-600c-44dc-977a-dee13134f845","2024-04-13 11:00:00.000000","63.52945"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-10-02 10:00:00.000000","42.55191"
"2a0419db-c933-4072-b370-96b99be23f54","2024-09-03 11:00:00.000000","33.05147"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-05-11 11:00:00.000000","24.18069"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-05-03 11:00:00.000000","32.14386"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-04-28 11:00:00.000000","49.71104"
"2a0419db-c933-4072-b370-96b99be23f54","2024-07-07 11:00:00.000000","28.789"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-08-29 11:00:00.000000","53.8071"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-12-16 10:00:00.000000","74.32391"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-10-23 10:00:00.000000","64.26084"
"27483c52-38f9-4148-bdc4-2be4c30f690b","2024-10-23 10:00:00.000000","93.76128"
"27483c52-38f9-4148-bdc4-2be4c30f690b","2024-10-10 10:00:00.000000","68.51951"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-08-12 11:00:00.000000","30.18028"
"153edafb-f090-490c-83cb-b24d1d2ecb83","2024-05-30 11:00:00.000000","15.20063"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-07-11 11:00:00.000000","28.20975"
"e2f6b76c-7ad5-4db0-a70f-107e3e2fd32f","2024-02-27 10:00:00.000000","61.36467"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-11-23 10:00:00.000000","56.26943"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-02-05 10:00:00.000000","26.60516"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-06-04 11:00:00.000000","25.64745"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-29 11:00:00.000000","25.64745"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-22 11:00:00.000000","26.69091"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-19 11:00:00.000000","33.39851"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-17 11:00:00.000000","31.93111"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-16 11:00:00.000000","30.74425"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-14 11:00:00.000000","32.13704"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-10 11:00:00.000000","44.73567"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-09 11:00:00.000000","36.22442"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-05-06 11:00:00.000000","39.15022"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-30 11:00:00.000000","42.27416"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-23 11:00:00.000000","62.7376"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-22 11:00:00.000000","40.12228"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-17 11:00:00.000000","41.27984"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-16 11:00:00.000000","37.84142"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-11 11:00:00.000000","33.21692"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-07 11:00:00.000000","50.989"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-04-02 10:00:00.000000","56.45003"
"a978b3d8-feab-47ad-a91b-e37c844e75e9","2024-03-27 10:00:00.000000","76.11412"
"7642243d-7032-43f0-804b-cf11429e3566","2024-12-22 10:00:00.000000","86.76547"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-12-26 10:00:00.000000","48.25564"
"12de6462-600c-44dc-977a-dee13134f845","2024-10-24 10:00:00.000000","85.54004"
"153edafb-f090-490c-83cb-b24d1d2ecb83","2024-09-08 11:00:00.000000","35.08818"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-03-18 10:00:00.000000","37.71958"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-12-18 10:00:00.000000","20.11726"
"12de6462-600c-44dc-977a-dee13134f845","2024-11-04 10:00:00.000000","87.45257"
"12de6462-600c-44dc-977a-dee13134f845","2024-10-27 10:00:00.000000","136.62123"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-10-02 10:00:00.000000","48.35256"
"153edafb-f090-490c-83cb-b24d1d2ecb83","2024-01-26 10:00:00.000000","72.6945"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-05 10:00:00.000000","88.18431"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-09-04 11:00:00.000000","21.64422"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-09-03 11:00:00.000000","21.81694"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-08-24 11:00:00.000000","41.21555"
"7642243d-7032-43f0-804b-cf11429e3566","2024-01-16 10:00:00.000000","65.35096"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-09-05 11:00:00.000000","48.1393"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-11-22 10:00:00.000000","72.16194"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-31 10:00:00.000000","82.31526"
"3ce34b33-0f30-482e-bb37-d153d7aa8a4a","2024-12-24 10:00:00.000000","81.60043"
"2a0419db-c933-4072-b370-96b99be23f54","2024-11-16 10:00:00.000000","43.2364"
"3ce34b33-0f30-482e-bb37-d153d7aa8a4a","2024-01-28 10:00:00.000000","86.17858"
"2b0a307f-1ab9-4b91-9933-8ef8d4daa3c8","2024-10-04 10:00:00.000000","42.04809"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-07-29 11:00:00.000000","21.26217"
"066ecc54-39b6-4ec4-9fb2-a79ca3456c7d","2024-11-25 10:00:00.000000","66.08843"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-11-02 10:00:00.000000","82.05438"
"9e89605f-f2b5-4375-8f8a-05b043bc35b5","2024-10-07 10:00:00.000000","60.23899"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-17 10:00:00.000000","92.8013"
"18f2c3c5-468a-4c37-9c80-fbcd351418c6","2024-07-24 11:00:00.000000","19.35777"
"12de6462-600c-44dc-977a-dee13134f845","2024-12-05 10:00:00.000000","74.12118"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-10-24 10:00:00.000000","90.04699"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-08-28 11:00:00.000000","6.12681"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-09-19 11:00:00.000000","46.25427"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-10-12 10:00:00.000000","66.77882"
"7642243d-7032-43f0-804b-cf11429e3566","2024-10-14 10:00:00.000000","71.11629"
"12de6462-600c-44dc-977a-dee13134f845","2024-04-09 11:00:00.000000","51.62245"
"01b6acd6-ff5e-4942-aef6-380d6d1839dd","2024-07-26 11:00:00.000000","20.26979"
"71f7ad21-df36-449f-a624-52283cfb0c28","2024-10-24 10:00:00.000000","75.09181"
"12de6462-600c-44dc-977a-dee13134f845","2024-10-10 10:00:00.000000","88.65348"
"0777fca7-017d-46f0-a911-03a837c8fa68","2024-09-29 10:00:00.000000","59.12373"
"0d9d49d0-3e6c-40e1-9007-c33e07c6dbd6","2024-01-08 10:00:00.000000","54.54939"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-11-19 10:00:00.000000","69.65707"
"89ff4b82-803f-4e84-9827-2256e76f3f0a","2024-09-05 11:00:00.000000","45.75877"
"7642243d-7032-43f0-804b-cf11429e3566","2024-10-29 10:00:00.000000","64.22567"
